ID,Title,Difficulty,AcceptanceRate,Topics,PaidOnly,Status,Link
1985,Find the Kth Largest Integer in the Array,MEDIUM,47.065804338588144,"Array, String, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect",False,TO_DO,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array/
1986,Minimum Number of Work Sessions to Finish the Tasks,MEDIUM,33.97036466028565,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",False,TO_DO,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks/
1987,Number of Unique Good Subsequences,HARD,52.332076995557955,"String, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/number-of-unique-good-subsequences/
1988,Find Cutoff Score for Each School,MEDIUM,66.90698619008936,Database,True,TO_DO,https://leetcode.com/problems/find-cutoff-score-for-each-school/
1989,Maximum Number of People That Can Be Caught in Tag,MEDIUM,49.25057647963105,"Array, Greedy",True,TO_DO,https://leetcode.com/problems/maximum-number-of-people-that-can-be-caught-in-tag/
1990,Count the Number of Experiments,MEDIUM,48.880839100346016,Database,True,TO_DO,https://leetcode.com/problems/count-the-number-of-experiments/
1991,Find the Middle Index in Array,EASY,68.4048898600366,"Array, Prefix Sum",False,TO_DO,https://leetcode.com/problems/find-the-middle-index-in-array/
1992,Find All Groups of Farmland,MEDIUM,75.4823945777375,"Array, Depth-First Search, Breadth-First Search, Matrix",False,TO_DO,https://leetcode.com/problems/find-all-groups-of-farmland/
1993,Operations on Tree,MEDIUM,44.074777566729985,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search, Design",False,TO_DO,https://leetcode.com/problems/operations-on-tree/
1994,The Number of Good Subsets,HARD,36.08221715588486,"Array, Hash Table, Math, Dynamic Programming, Bit Manipulation, Counting, Number Theory, Bitmask",False,TO_DO,https://leetcode.com/problems/the-number-of-good-subsets/
1995,Count Special Quadruplets,EASY,63.65323465842867,"Array, Hash Table, Enumeration",False,TO_DO,https://leetcode.com/problems/count-special-quadruplets/
1996,The Number of Weak Characters in the Game,MEDIUM,44.27562485131873,"Array, Stack, Greedy, Sorting, Monotonic Stack",False,TO_DO,https://leetcode.com/problems/the-number-of-weak-characters-in-the-game/
1997,First Day Where You Have Been in All the Rooms,MEDIUM,39.907047536216126,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms/
1998,GCD Sort of an Array,HARD,47.083007047768206,"Array, Math, Union Find, Sorting, Number Theory",False,TO_DO,https://leetcode.com/problems/gcd-sort-of-an-array/
1999,Smallest Greater Multiple Made of Two Digits,MEDIUM,48.04557061481045,"Math, Enumeration",True,TO_DO,https://leetcode.com/problems/smallest-greater-multiple-made-of-two-digits/
2000,Reverse Prefix of Word,EASY,86.44233524535359,"Two Pointers, String, Stack",False,TO_DO,https://leetcode.com/problems/reverse-prefix-of-word/
2001,Number of Pairs of Interchangeable Rectangles,MEDIUM,51.634979488797725,"Array, Hash Table, Math, Counting, Number Theory",False,TO_DO,https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles/
2002,Maximum Product of the Length of Two Palindromic Subsequences,MEDIUM,61.677406430503154,"String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",False,TO_DO,https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-subsequences/
2003,Smallest Missing Genetic Value in Each Subtree,HARD,46.88639615935004,"Dynamic Programming, Tree, Depth-First Search, Union Find",False,TO_DO,https://leetcode.com/problems/smallest-missing-genetic-value-in-each-subtree/
2004,The Number of Seniors and Juniors to Join the Company,HARD,45.505443234836704,Database,True,TO_DO,https://leetcode.com/problems/the-number-of-seniors-and-juniors-to-join-the-company/
2005,Subtree Removal Game with Fibonacci Tree,HARD,57.24282715185445,"Math, Dynamic Programming, Tree, Binary Tree, Game Theory",True,TO_DO,https://leetcode.com/problems/subtree-removal-game-with-fibonacci-tree/
2006,Count Number of Pairs With Absolute Difference K,EASY,85.0425554271304,"Array, Hash Table, Counting",False,TO_DO,https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k/
2007,Find Original Array From Doubled Array,MEDIUM,40.56788413477462,"Array, Hash Table, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/find-original-array-from-doubled-array/
2008,Maximum Earnings From Taxi,MEDIUM,45.37681236390674,"Array, Hash Table, Binary Search, Dynamic Programming, Sorting",False,TO_DO,https://leetcode.com/problems/maximum-earnings-from-taxi/
2009,Minimum Number of Operations to Make Array Continuous,HARD,52.191861484878096,"Array, Hash Table, Binary Search, Sliding Window",False,TO_DO,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous/
2010,The Number of Seniors and Juniors to Join the Company II,HARD,65.04479019330505,Database,True,TO_DO,https://leetcode.com/problems/the-number-of-seniors-and-juniors-to-join-the-company-ii/
2011,Final Value of Variable After Performing Operations,EASY,89.59125294005467,"Array, String, Simulation",False,TO_DO,https://leetcode.com/problems/final-value-of-variable-after-performing-operations/
2012,Sum of Beauty in the Array,MEDIUM,50.43291496073562,Array,False,TO_DO,https://leetcode.com/problems/sum-of-beauty-in-the-array/
2013,Detect Squares,MEDIUM,51.58545975079436,"Array, Hash Table, Design, Counting",False,TO_DO,https://leetcode.com/problems/detect-squares/
2014,Longest Subsequence Repeated k Times,HARD,71.55233859714288,"String, Backtracking, Greedy, Counting, Enumeration",False,TO_DO,https://leetcode.com/problems/longest-subsequence-repeated-k-times/
2015,Average Height of Buildings in Each Segment,MEDIUM,57.7035867358448,"Array, Greedy, Sorting, Heap (Priority Queue)",True,TO_DO,https://leetcode.com/problems/average-height-of-buildings-in-each-segment/
2016,Maximum Difference Between Increasing Elements,EASY,66.2921771062216,Array,False,TO_DO,https://leetcode.com/problems/maximum-difference-between-increasing-elements/
2017,Grid Game,MEDIUM,60.93883560754899,"Array, Matrix, Prefix Sum",False,TO_DO,https://leetcode.com/problems/grid-game/
2018,Check if Word Can Be Placed In Crossword,MEDIUM,50.19670288497564,"Array, Matrix, Enumeration",False,TO_DO,https://leetcode.com/problems/check-if-word-can-be-placed-in-crossword/
2019,The Score of Students Solving Math Expression,HARD,33.512586704076064,"Array, Hash Table, Math, String, Dynamic Programming, Stack, Memoization",False,TO_DO,https://leetcode.com/problems/the-score-of-students-solving-math-expression/
2020,Number of Accounts That Did Not Stream,MEDIUM,72.17381590705988,Database,True,TO_DO,https://leetcode.com/problems/number-of-accounts-that-did-not-stream/
2021,Brightest Position on Street,MEDIUM,60.538728897715984,"Array, Sorting, Prefix Sum, Ordered Set",True,TO_DO,https://leetcode.com/problems/brightest-position-on-street/
2022,Convert 1D Array Into 2D Array,EASY,71.89249456885027,"Array, Matrix, Simulation",False,TO_DO,https://leetcode.com/problems/convert-1d-array-into-2d-array/
2023,Number of Pairs of Strings With Concatenation Equal to Target,MEDIUM,74.97210183479096,"Array, Hash Table, String, Counting",False,TO_DO,https://leetcode.com/problems/number-of-pairs-of-strings-with-concatenation-equal-to-target/
2024,Maximize the Confusion of an Exam,MEDIUM,68.99597888258022,"String, Binary Search, Sliding Window, Prefix Sum",False,TO_DO,https://leetcode.com/problems/maximize-the-confusion-of-an-exam/
2025,Maximum Number of Ways to Partition an Array,HARD,34.84564123487012,"Array, Hash Table, Counting, Enumeration, Prefix Sum",False,TO_DO,https://leetcode.com/problems/maximum-number-of-ways-to-partition-an-array/
2026,Low-Quality Problems,EASY,84.52882451382077,Database,True,TO_DO,https://leetcode.com/problems/low-quality-problems/
2027,Minimum Moves to Convert String,EASY,56.85410125484972,"String, Greedy",False,TO_DO,https://leetcode.com/problems/minimum-moves-to-convert-string/
2028,Find Missing Observations,MEDIUM,57.38639962397117,"Array, Math, Simulation",False,TO_DO,https://leetcode.com/problems/find-missing-observations/
2029,Stone Game IX,MEDIUM,29.15089086859688,"Array, Math, Greedy, Counting, Game Theory",False,TO_DO,https://leetcode.com/problems/stone-game-ix/
2030,Smallest K-Length Subsequence With Occurrences of a Letter,HARD,39.09617180205415,"String, Stack, Greedy, Monotonic Stack",False,TO_DO,https://leetcode.com/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter/
2031,Count Subarrays With More Ones Than Zeros,MEDIUM,51.35302623424912,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",True,TO_DO,https://leetcode.com/problems/count-subarrays-with-more-ones-than-zeros/
2032,Two Out of Three,EASY,76.79583536147709,"Array, Hash Table, Bit Manipulation",False,TO_DO,https://leetcode.com/problems/two-out-of-three/
2033,Minimum Operations to Make a Uni-Value Grid,MEDIUM,67.50798691208124,"Array, Math, Sorting, Matrix",False,TO_DO,https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid/
2034,Stock Price Fluctuation ,MEDIUM,48.36347241847602,"Hash Table, Design, Heap (Priority Queue), Data Stream, Ordered Set",False,TO_DO,https://leetcode.com/problems/stock-price-fluctuation/
2035,Partition Array Into Two Arrays to Minimize Sum Difference,HARD,22.222428354768542,"Array, Two Pointers, Binary Search, Dynamic Programming, Bit Manipulation, Ordered Set, Bitmask",False,TO_DO,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/
2036,Maximum Alternating Subarray Sum,MEDIUM,39.858991694031296,"Array, Dynamic Programming",True,TO_DO,https://leetcode.com/problems/maximum-alternating-subarray-sum/
2037,Minimum Number of Moves to Seat Everyone,EASY,87.29201479872819,"Array, Greedy, Sorting, Counting Sort",False,TO_DO,https://leetcode.com/problems/minimum-number-of-moves-to-seat-everyone/
2038,Remove Colored Pieces if Both Neighbors are the Same Color,MEDIUM,62.89985713998269,"Math, String, Greedy, Game Theory",False,TO_DO,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color/
2039,The Time When the Network Becomes Idle,MEDIUM,54.278914055552654,"Array, Breadth-First Search, Graph",False,TO_DO,https://leetcode.com/problems/the-time-when-the-network-becomes-idle/
2040,Kth Smallest Product of Two Sorted Arrays,HARD,49.05987603431956,"Array, Binary Search",False,TO_DO,https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays/
2041,Accepted Candidates From the Interviews,MEDIUM,78.67334302482098,Database,True,TO_DO,https://leetcode.com/problems/accepted-candidates-from-the-interviews/
2042,Check if Numbers Are Ascending in a Sentence,EASY,72.14683577043517,String,False,TO_DO,https://leetcode.com/problems/check-if-numbers-are-ascending-in-a-sentence/
2043,Simple Bank System,MEDIUM,61.25427520488718,"Array, Hash Table, Design, Simulation",False,TO_DO,https://leetcode.com/problems/simple-bank-system/
2044,Count Number of Maximum Bitwise-OR Subsets,MEDIUM,89.66869916416815,"Array, Backtracking, Bit Manipulation, Enumeration",False,TO_DO,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets/
2045,Second Minimum Time to Reach Destination,HARD,62.43201765242544,"Breadth-First Search, Graph, Shortest Path",False,TO_DO,https://leetcode.com/problems/second-minimum-time-to-reach-destination/
2046,Sort Linked List Already Sorted Using Absolute Values,MEDIUM,66.95751138088012,"Linked List, Two Pointers, Sorting",True,TO_DO,https://leetcode.com/problems/sort-linked-list-already-sorted-using-absolute-values/
2047,Number of Valid Words in a Sentence,EASY,30.195271071183484,String,False,TO_DO,https://leetcode.com/problems/number-of-valid-words-in-a-sentence/
2048,Next Greater Numerically Balanced Number,MEDIUM,49.23660727520679,"Hash Table, Math, Backtracking, Counting, Enumeration",False,TO_DO,https://leetcode.com/problems/next-greater-numerically-balanced-number/
2049,Count Nodes With the Highest Score,MEDIUM,51.519128734990225,"Array, Tree, Depth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/count-nodes-with-the-highest-score/
2050,Parallel Courses III,HARD,66.77620177566854,"Array, Dynamic Programming, Graph, Topological Sort",False,TO_DO,https://leetcode.com/problems/parallel-courses-iii/
2051,The Category of Each Member in the Store,MEDIUM,70.85040259923719,Database,True,TO_DO,https://leetcode.com/problems/the-category-of-each-member-in-the-store/
2052,Minimum Cost to Separate Sentence Into Rows,MEDIUM,50.74171029668412,"Array, Dynamic Programming",True,TO_DO,https://leetcode.com/problems/minimum-cost-to-separate-sentence-into-rows/
2053,Kth Distinct String in an Array,EASY,82.04654015281558,"Array, Hash Table, String, Counting",False,TO_DO,https://leetcode.com/problems/kth-distinct-string-in-an-array/
2054,Two Best Non-Overlapping Events,MEDIUM,60.83012505269074,"Array, Binary Search, Dynamic Programming, Sorting, Heap (Priority Queue)",False,TO_DO,https://leetcode.com/problems/two-best-non-overlapping-events/
2055,Plates Between Candles,MEDIUM,46.87641349720209,"Array, String, Binary Search, Prefix Sum",False,TO_DO,https://leetcode.com/problems/plates-between-candles/
2056,Number of Valid Move Combinations On Chessboard,HARD,48.01929678077744,"Array, String, Backtracking, Simulation",False,TO_DO,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard/
2057,Smallest Index With Equal Value,EASY,72.66094735298431,Array,False,TO_DO,https://leetcode.com/problems/smallest-index-with-equal-value/
2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,MEDIUM,69.44132720527794,Linked List,False,TO_DO,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/
2059,Minimum Operations to Convert Number,MEDIUM,50.825946817083,"Array, Breadth-First Search",False,TO_DO,https://leetcode.com/problems/minimum-operations-to-convert-number/
2060,Check if an Original String Exists Given Two Encoded Strings,HARD,43.28158942795076,"String, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings/
2061,Number of Spaces Cleaning Robot Cleaned,MEDIUM,62.21955608878225,"Array, Matrix, Simulation",True,TO_DO,https://leetcode.com/problems/number-of-spaces-cleaning-robot-cleaned/
2062,Count Vowel Substrings of a String,EASY,71.93270459653607,"Hash Table, String",False,TO_DO,https://leetcode.com/problems/count-vowel-substrings-of-a-string/
2063,Vowels of All Substrings,MEDIUM,54.78324698973758,"Math, String, Dynamic Programming, Combinatorics",False,TO_DO,https://leetcode.com/problems/vowels-of-all-substrings/
2064,Minimized Maximum of Products Distributed to Any Store,MEDIUM,62.71651095915529,"Array, Binary Search, Greedy",False,TO_DO,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store/
2065,Maximum Path Quality of a Graph,HARD,60.06532130729133,"Array, Backtracking, Graph",False,TO_DO,https://leetcode.com/problems/maximum-path-quality-of-a-graph/
2066,Account Balance,MEDIUM,82.27097130242825,Database,True,TO_DO,https://leetcode.com/problems/account-balance/
2067,Number of Equal Count Substrings,MEDIUM,44.95514317315964,"Hash Table, String, Sliding Window, Counting",True,TO_DO,https://leetcode.com/problems/number-of-equal-count-substrings/
2068,Check Whether Two Strings are Almost Equivalent,EASY,63.78522108332976,"Hash Table, String, Counting",False,TO_DO,https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent/
2069,Walking Robot Simulation II,MEDIUM,25.15762722769092,"Design, Simulation",False,TO_DO,https://leetcode.com/problems/walking-robot-simulation-ii/
2070,Most Beautiful Item for Each Query,MEDIUM,62.061362495447526,"Array, Binary Search, Sorting",False,TO_DO,https://leetcode.com/problems/most-beautiful-item-for-each-query/
2071,Maximum Number of Tasks You Can Assign,HARD,50.524644610303106,"Array, Two Pointers, Binary Search, Greedy, Queue, Sorting, Monotonic Queue",False,TO_DO,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign/
2072,The Winner University,EASY,75.34426229508196,Database,True,TO_DO,https://leetcode.com/problems/the-winner-university/
2073,Time Needed to Buy Tickets,EASY,71.03909534468653,"Array, Queue, Simulation",False,TO_DO,https://leetcode.com/problems/time-needed-to-buy-tickets/
2074,Reverse Nodes in Even Length Groups,MEDIUM,61.88660504013201,Linked List,False,TO_DO,https://leetcode.com/problems/reverse-nodes-in-even-length-groups/
2075,Decode the Slanted Ciphertext,MEDIUM,49.25817757009346,"String, Simulation",False,TO_DO,https://leetcode.com/problems/decode-the-slanted-ciphertext/
2076,Process Restricted Friend Requests,HARD,57.42847011973925,"Union Find, Graph",False,TO_DO,https://leetcode.com/problems/process-restricted-friend-requests/
2077,Paths in Maze That Lead to Same Room,MEDIUM,56.17295657121183,Graph,True,TO_DO,https://leetcode.com/problems/paths-in-maze-that-lead-to-same-room/
2078,Two Furthest Houses With Different Colors,EASY,65.5933923079362,"Array, Greedy",False,TO_DO,https://leetcode.com/problems/two-furthest-houses-with-different-colors/
2079,Watering Plants,MEDIUM,80.03378078051382,"Array, Simulation",False,TO_DO,https://leetcode.com/problems/watering-plants/
2080,Range Frequency Queries,MEDIUM,40.33695605968288,"Array, Hash Table, Binary Search, Design, Segment Tree",False,TO_DO,https://leetcode.com/problems/range-frequency-queries/
2081,Sum of k-Mirror Numbers,HARD,63.85877378435518,"Math, Enumeration",False,TO_DO,https://leetcode.com/problems/sum-of-k-mirror-numbers/
2082,The Number of Rich Customers,EASY,77.51356657849526,Database,True,TO_DO,https://leetcode.com/problems/the-number-of-rich-customers/
2083,Substrings That Begin and End With the Same Letter,MEDIUM,74.31471530152527,"Hash Table, Math, String, Counting, Prefix Sum",True,TO_DO,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter/
2084,Drop Type 1 Orders for Customers With Type 0 Orders,MEDIUM,86.86145387123585,Database,True,TO_DO,https://leetcode.com/problems/drop-type-1-orders-for-customers-with-type-0-orders/
2085,Count Common Words With One Occurrence,EASY,72.65827390481735,"Array, Hash Table, String, Counting",False,TO_DO,https://leetcode.com/problems/count-common-words-with-one-occurrence/
2086,Minimum Number of Food Buckets to Feed the Hamsters,MEDIUM,47.26022529405493,"String, Dynamic Programming, Greedy",False,TO_DO,https://leetcode.com/problems/minimum-number-of-food-buckets-to-feed-the-hamsters/
2087,Minimum Cost Homecoming of a Robot in a Grid,MEDIUM,51.4309658495705,"Array, Greedy",False,TO_DO,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid/
2088,Count Fertile Pyramids in a Land,HARD,65.91093555543532,"Array, Dynamic Programming, Matrix",False,TO_DO,https://leetcode.com/problems/count-fertile-pyramids-in-a-land/
2089,Find Target Indices After Sorting Array,EASY,77.44853644388003,"Array, Binary Search, Sorting",False,TO_DO,https://leetcode.com/problems/find-target-indices-after-sorting-array/
2090,K Radius Subarray Averages,MEDIUM,45.922376920218525,"Array, Sliding Window",False,TO_DO,https://leetcode.com/problems/k-radius-subarray-averages/
2091,Removing Minimum and Maximum From Array,MEDIUM,55.59061989467169,"Array, Greedy",False,TO_DO,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/
2092,Find All People With Secret,HARD,45.29910110229163,"Depth-First Search, Breadth-First Search, Union Find, Graph, Sorting",False,TO_DO,https://leetcode.com/problems/find-all-people-with-secret/
2093,Minimum Cost to Reach City With Discounts,MEDIUM,59.91692627206646,"Graph, Heap (Priority Queue), Shortest Path",True,TO_DO,https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts/
2094,Finding 3-Digit Even Numbers,EASY,78.94644207762308,"Array, Hash Table, Sorting, Enumeration",False,TO_DO,https://leetcode.com/problems/finding-3-digit-even-numbers/
2095,Delete the Middle Node of a Linked List,MEDIUM,59.494998795167774,"Linked List, Two Pointers",False,TO_DO,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/
2096,Step-By-Step Directions From a Binary Tree Node to Another,MEDIUM,56.34155398322189,"String, Tree, Depth-First Search, Binary Tree",False,TO_DO,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another/
2097,Valid Arrangement of Pairs,HARD,66.30914125529878,"Depth-First Search, Graph, Eulerian Circuit",False,TO_DO,https://leetcode.com/problems/valid-arrangement-of-pairs/
2098,Subsequence of Size K With the Largest Even Sum,MEDIUM,35.752864157119475,"Array, Greedy, Sorting",True,TO_DO,https://leetcode.com/problems/subsequence-of-size-k-with-the-largest-even-sum/
2099,Find Subsequence of Length K With the Largest Sum,EASY,57.495377225243416,"Array, Hash Table, Sorting, Heap (Priority Queue)",False,TO_DO,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum/
2100,Find Good Days to Rob the Bank,MEDIUM,50.71357278960945,"Array, Dynamic Programming, Prefix Sum",False,TO_DO,https://leetcode.com/problems/find-good-days-to-rob-the-bank/
2101,Detonate the Maximum Bombs,MEDIUM,49.4520446737511,"Array, Math, Depth-First Search, Breadth-First Search, Graph, Geometry",False,TO_DO,https://leetcode.com/problems/detonate-the-maximum-bombs/
2102,Sequentially Ordinal Rank Tracker,HARD,61.59957974916278,"Design, Heap (Priority Queue), Data Stream, Ordered Set",False,TO_DO,https://leetcode.com/problems/sequentially-ordinal-rank-tracker/
2103,Rings and Rods,EASY,81.27383572936199,"Hash Table, String",False,TO_DO,https://leetcode.com/problems/rings-and-rods/
2104,Sum of Subarray Ranges,MEDIUM,60.056098137947345,"Array, Stack, Monotonic Stack",False,TO_DO,https://leetcode.com/problems/sum-of-subarray-ranges/
2105,Watering Plants II,MEDIUM,48.261631728872985,"Array, Two Pointers, Simulation",False,TO_DO,https://leetcode.com/problems/watering-plants-ii/
2106,Maximum Fruits Harvested After at Most K Steps,HARD,61.090992233539595,"Array, Binary Search, Sliding Window, Prefix Sum",False,TO_DO,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps/
2107,Number of Unique Flavors After Sharing K Candies,MEDIUM,60.31597893473768,"Array, Hash Table, Sliding Window",True,TO_DO,https://leetcode.com/problems/number-of-unique-flavors-after-sharing-k-candies/
2108,Find First Palindromic String in the Array,EASY,83.95239535475446,"Array, Two Pointers, String",False,TO_DO,https://leetcode.com/problems/find-first-palindromic-string-in-the-array/
2109,Adding Spaces to a String,MEDIUM,71.69391287947676,"Array, Two Pointers, String, Simulation",False,TO_DO,https://leetcode.com/problems/adding-spaces-to-a-string/
2110,Number of Smooth Descent Periods of a Stock,MEDIUM,59.65281361224679,"Array, Math, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/number-of-smooth-descent-periods-of-a-stock/
2111,Minimum Operations to Make the Array K-Increasing,HARD,39.54509389050516,"Array, Binary Search",False,TO_DO,https://leetcode.com/problems/minimum-operations-to-make-the-array-k-increasing/
2112,The Airport With the Most Traffic,MEDIUM,71.49639071340313,Database,True,TO_DO,https://leetcode.com/problems/the-airport-with-the-most-traffic/
2113,Elements in Array After Removing and Replacing Elements,MEDIUM,70.03950167122454,Array,True,TO_DO,https://leetcode.com/problems/elements-in-array-after-removing-and-replacing-elements/
2114,Maximum Number of Words Found in Sentences,EASY,86.60781135973767,"Array, String",False,TO_DO,https://leetcode.com/problems/maximum-number-of-words-found-in-sentences/
2115,Find All Possible Recipes from Given Supplies,MEDIUM,56.47048298250322,"Array, Hash Table, String, Graph, Topological Sort",False,TO_DO,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies/
2116,Check if a Parentheses String Can Be Valid,MEDIUM,44.91808166490257,"String, Stack, Greedy",False,TO_DO,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/
2117,Abbreviating the Product of a Range,HARD,24.369747899159663,Math,False,TO_DO,https://leetcode.com/problems/abbreviating-the-product-of-a-range/
2118,Build the Equation,HARD,56.671048307591185,Database,True,TO_DO,https://leetcode.com/problems/build-the-equation/
2119,A Number After a Double Reversal,EASY,81.40766602751876,Math,False,TO_DO,https://leetcode.com/problems/a-number-after-a-double-reversal/
2120,Execution of All Suffix Instructions Staying in a Grid,MEDIUM,81.69084542271136,"String, Simulation",False,TO_DO,https://leetcode.com/problems/execution-of-all-suffix-instructions-staying-in-a-grid/
2121,Intervals Between Identical Elements,MEDIUM,45.1986391571554,"Array, Hash Table, Prefix Sum",False,TO_DO,https://leetcode.com/problems/intervals-between-identical-elements/
2122,Recover the Original Array,HARD,40.46331803608474,"Array, Hash Table, Two Pointers, Sorting, Enumeration",False,TO_DO,https://leetcode.com/problems/recover-the-original-array/
2123,Minimum Operations to Remove Adjacent Ones in Matrix,HARD,41.813070976809556,"Array, Graph, Matrix",True,TO_DO,https://leetcode.com/problems/minimum-operations-to-remove-adjacent-ones-in-matrix/
2124,Check if All A's Appears Before All B's,EASY,72.4748610743583,String,False,TO_DO,https://leetcode.com/problems/check-if-all-as-appears-before-all-bs/
2125,Number of Laser Beams in a Bank,MEDIUM,85.41609909200494,"Array, Math, String, Matrix",False,TO_DO,https://leetcode.com/problems/number-of-laser-beams-in-a-bank/
2126,Destroying Asteroids,MEDIUM,52.82640930256757,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/destroying-asteroids/
2127,Maximum Employees to Be Invited to a Meeting,HARD,61.99566504165737,"Depth-First Search, Graph, Topological Sort",False,TO_DO,https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting/
2128,Remove All Ones With Row and Column Flips,MEDIUM,76.17999510882856,"Array, Math, Bit Manipulation, Matrix",True,TO_DO,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips/
2129,Capitalize the Title,EASY,66.9163180247226,String,False,TO_DO,https://leetcode.com/problems/capitalize-the-title/
2130,Maximum Twin Sum of a Linked List,MEDIUM,81.56007338905465,"Linked List, Two Pointers, Stack",False,TO_DO,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list/
2131,Longest Palindrome by Concatenating Two Letter Words,MEDIUM,53.69274240836246,"Array, Hash Table, String, Greedy, Counting",False,TO_DO,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words/
2132,Stamping the Grid,HARD,33.83160805710229,"Array, Greedy, Matrix, Prefix Sum",False,TO_DO,https://leetcode.com/problems/stamping-the-grid/
2133,Check if Every Row and Column Contains All Numbers,EASY,53.17011502624638,"Array, Hash Table, Matrix",False,TO_DO,https://leetcode.com/problems/check-if-every-row-and-column-contains-all-numbers/
2134,Minimum Swaps to Group All 1's Together II,MEDIUM,65.57852626543578,"Array, Sliding Window",False,TO_DO,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii/
2135,Count Words Obtained After Adding a Letter,MEDIUM,43.654518222666,"Array, Hash Table, String, Bit Manipulation, Sorting",False,TO_DO,https://leetcode.com/problems/count-words-obtained-after-adding-a-letter/
2136,Earliest Possible Day of Full Bloom,HARD,71.18225447734989,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/earliest-possible-day-of-full-bloom/
2137,Pour Water Between Buckets to Make Water Levels Equal,MEDIUM,67.27308681036187,"Array, Binary Search",True,TO_DO,https://leetcode.com/problems/pour-water-between-buckets-to-make-water-levels-equal/
2138,Divide a String Into Groups of Size k,EASY,77.06842612089183,"String, Simulation",False,TO_DO,https://leetcode.com/problems/divide-a-string-into-groups-of-size-k/
2139,Minimum Moves to Reach Target Score,MEDIUM,51.663150593879145,"Math, Greedy",False,TO_DO,https://leetcode.com/problems/minimum-moves-to-reach-target-score/
2140,Solving Questions With Brainpower,MEDIUM,60.28796056224386,"Array, Dynamic Programming",False,TO_DO,https://leetcode.com/problems/solving-questions-with-brainpower/
2141,Maximum Running Time of N Computers,HARD,49.834712610787726,"Array, Binary Search, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/maximum-running-time-of-n-computers/
2142,The Number of Passengers in Each Bus I,MEDIUM,48.992349726775956,Database,True,TO_DO,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-i/
2143,Choose Numbers From Two Arrays in Range,HARD,52.28837586067233,"Array, Dynamic Programming",True,TO_DO,https://leetcode.com/problems/choose-numbers-from-two-arrays-in-range/
2144,Minimum Cost of Buying Candies With Discount,EASY,62.28669706280176,"Array, Greedy, Sorting",False,TO_DO,https://leetcode.com/problems/minimum-cost-of-buying-candies-with-discount/
2145,Count the Hidden Sequences,MEDIUM,56.74256688499244,"Array, Prefix Sum",False,TO_DO,https://leetcode.com/problems/count-the-hidden-sequences/
